iteracion,subset,f1_score
408,"['URL_of_Anchor', 'having_At_Symbol', 'Favicon', 'popUpWidnow', 'Redirect']",0.8613272311212815
380,"['Request_URL', 'URL_of_Anchor', 'age_of_domain', 'having_At_Symbol', 'port']",0.8609699769053117
322,"['SSLfinal_State', 'RightClick', 'having_Sub_Domain', 'on_mouseover', 'Domain_registeration_length']",0.8607594936708861
611,"['Links_in_tags', 'port', 'URL_of_Anchor', 'double_slash_redirecting', 'Iframe']",0.8605614358030372
863,"['URL_of_Anchor', 'having_At_Symbol', 'age_of_domain', 'Page_Rank', 'RightClick']",0.8605504587155963
82,"['Shortining_Service', 'popUpWidnow', 'Google_Index', 'SSLfinal_State', 'Request_URL']",0.8602045786653677
342,"['Iframe', 'Favicon', 'RightClick', 'URL_of_Anchor', 'having_At_Symbol']",0.8601558917927556
730,"['HTTPS_token', 'port', 'URL_of_Anchor', 'URL_Length', 'Redirect']",0.8599078341013825
149,"['URL_of_Anchor', 'Links_pointing_to_page', 'RightClick', 'Redirect', 'having_Sub_Domain']",0.8597701149425288
405,"['popUpWidnow', 'Shortining_Service', 'Domain_registeration_length', 'Links_in_tags', 'URL_of_Anchor']",0.8595450049455984
182,"['Domain_registeration_length', 'DNSRecord', 'Page_Rank', 'URL_of_Anchor', 'Shortining_Service']",0.8589743589743589
258,"['Redirect', 'URL_of_Anchor', 'RightClick', 'Page_Rank', 'SFH']",0.8588560885608856
886,"['web_traffic', 'Abnormal_URL', 'Request_URL', 'having_Sub_Domain', 'URL_of_Anchor']",0.8588120740019474
